kconfigwidgets 6.28.0-1
kcoreaddons 6.28.0-1
kcrash 6.28.0-1
kdbusaddons 6.28.0-1
kde-cli-tools 6.7.4-1
kde-gtk-config 6.7.4-1
kdeclarative 6.28.0-1
kdecoration 6.7.4-1
kded 6.28.0-1
kdeplasma-addons 6.7.4-1
kdesu 6.28.0-1
kdnssd 6.28.0-1
kdsoap 2.3.0-1
kdsoap-ws-discovery-client 0.4.0-3
keyutils 1.6.3-4
kfilemetadata 6.28.0-2
kglobalaccel 6.28.0-1
kglobalacceld 6.7.4-1
kguiaddons 6.28.0-1
kholidays 1:6.28.0-1
ki18n 6.28.0-1
kiconthemes 6.28.0-1
kidletime 6.28.0-1
kimageformats 6.28.1-1
kinfocenter 6.7.4-1
kio 6.28.0-1
kio-extras 26.04.3-1
kio-fuse 5.1.1-2
kirigami 6.28.0-1
kirigami-addons 1.13.1-1
kitemmodels 6.28.0-1
kitemviews 6.28.0-1
kitty 0.48.2-1
kitty-shell-integration 0.48.2-1
kitty-terminfo 0.48.2-1
kjobwidgets 6.28.0-1
kmenuedit 6.7.4-1
kmod 34.2-1
knewstuff 6.28.0-1
knighttime 6.7.4-1
knotifications 6.28.0-1
knotifyconfig 6.28.0-1
konsole 26.04.3-1
kpackage 6.28.0-1
kparts 6.28.0-1
kpipewire 6.7.4-5
kpty 6.28.0-1
kquickcharts 6.28.0-1
kquickimageeditor 0.6.2.1-2
krb5 1.22.2-1
krdp 6.7.4-1
krunner 6.28.0-1
kscreen 6.7.4-1
kscreenlocker 6.7.4-1
kservice 6.28.0-1
ksshaskpass 6.7.4-1
kstatusnotifieritem 6.28.0-1
ksvg 6.28.0-1
ksystemstats 6.7.4-1
ktexteditor 6.28.0-1
ktextwidgets 6.28.0-1
kunitconversion 6.28.0-1
kuserfeedback 6.28.0-1
kwallet 6.28.0-1
kwallet-pam 6.7.4-1
kwayland 6.7.4-1
kwidgetsaddons 6.28.0-1
kwin 6.7.4-5
kwindowsystem 6.28.0-1
kwrited 6.7.4-1
kxmlgui 6.28.0-1
l-smash 2.14.5-4
lame 4.0-1
lapack 3.12.1-2
layer-shell-qt 6.7.4-1
lcms2 2.19.1-1
ldb 2:4.24.5-1
leancrypto 1.8.0-1
leptonica 1.87.0-1
less 1:704-1
lib32-alsa-lib 1.2.16.1-1
lib32-alsa-plugins 1.2.12-1
lib32-brotli 1.2.0-2
lib32-bzip2 1.0.8-4
lib32-curl 8.21.0-1
lib32-dbus 1.16.2-1
lib32-e2fsprogs 1.47.4-1
lib32-expat 2.8.3-1
lib32-fontconfig 2:2.18.3-1
lib32-freetype2 2.14.3-1
lib32-gcc-libs 16.2.1+r23+gd564253eb6c8-1
lib32-giflib 6.1.3-1
lib32-glew 2.3.1-1
lib32-glib2 2.88.3-1
lib32-glibc 2.44+r24+g16be1518495f-1
lib32-glu 9.0.3-2
lib32-gmp 6.3.0-2
lib32-gnutls 3.8.13-3
lib32-icu 78.3-1
lib32-json-c 0.19-1
lib32-keyutils 1.6.3-4
lib32-krb5 1.22.2-1
lib32-libdrm 2.4.134-1
lib32-libelf 0.195-1
lib32-libffi 3.8.0-1
lib32-libgcrypt 1.12.2-1
lib32-libglvnd 1.7.0-1
lib32-libgpg-error 1.61-1
lib32-libice 1.1.1-2
lib32-libidn2 2.3.8-1
lib32-libjpeg-turbo 3.2.0-1
lib32-libldap 2.6.13-1
lib32-libnghttp2 1.70.0-1
lib32-libnghttp3 1.18.0-1
lib32-libngtcp2 1.25.0-1
lib32-libnm 1.58.0-1
lib32-libpciaccess 0.19-1
lib32-libpipewire 1:1.6.8-1
lib32-libpng 1.6.58-2
lib32-libpsl 0.21.5-1
lib32-libsm 1.2.6-1
lib32-libssh2 1.11.1-5
lib32-libtasn1 4.21.0-1
lib32-libunistring 1.4.2-1
lib32-libva 2.24.1-1
lib32-libx11 1.8.13-1
lib32-libxau 1.0.12-1
lib32-libxcb 1.17.0-1
lib32-libxcrypt 4.5.2-1
lib32-libxcrypt-compat 4.5.2-1
lib32-libxdmcp 1.1.5-1
lib32-libxext 1.3.7-1
lib32-libxfixes 6.0.1-2
lib32-libxi 1.8.3-1
lib32-libxinerama 1.1.6-1
lib32-libxkbcommon 1.13.2-1
lib32-libxml2 2.15.3-1
lib32-libxmu 1.3.1-1
lib32-libxshmfence 1.3.3-1
lib32-libxss 1.2.5-1
lib32-libxt 1.3.1-1
lib32-libxxf86vm 1.1.5-2
lib32-llvm-libs 1:22.1.8-1
lib32-lm_sensors 1:3.6.2-2
lib32-mangohud 0.8.4-1
lib32-mesa 1:26.1.6-1
lib32-mpg123 1.33.7-1
lib32-ncurses 6.6-2
lib32-nettle 4.0-2
lib32-nspr 4.40-1
lib32-nss 3.126-1
lib32-nvidia-utils 610.57.04-1
lib32-openal 1.25.2-1
lib32-openssl 1:3.6.3-1
lib32-p11-kit 0.26.5-1
lib32-pcre2 10.47-1
lib32-pipewire 1:1.6.8-1
lib32-spirv-tools 1:1.4.357.0-1
lib32-sqlite 3.53.4-1
lib32-systemd 261.2-1
lib32-util-linux 2.42.2-1
lib32-v4l-utils 1.32.0-1
lib32-vulkan-icd-loader 1.4.357.0-1
lib32-wayland 1.26.0-1
lib32-xz 5.8.3-1
lib32-zlib 1.3.2-1
lib32-zstd 1.5.7-2
libaccounts-glib 1.27-3
libaccounts-qt 1.17-2
libadwaita 1:1.9.3-1
libaec 1.1.7-1
libaio 0.3.113-4
libarchive 3.8.9-1
libasan 16.2.1+r23+gd564253eb6c8-1
libass 0.17.5-1
libassuan 3.0.0-1
libasyncns 1:0.8+r3+g68cd5af-3
libatasmart 0.19-8
libatomic 16.2.1+r23+gd564253eb6c8-1
libavc1394 0.5.4-7
libavif 1.4.2-1
libb2 0.98.1-3
libblake3 1.8.4-1
libblockdev 3.5.0-2
libblockdev-crypto 3.5.0-2
libblockdev-fs 3.5.0-2
libblockdev-loop 3.5.0-2
libblockdev-mdraid 3.5.0-2
libblockdev-nvme 3.5.0-2
libblockdev-part 3.5.0-2
libblockdev-smart 3.5.0-2
libblockdev-swap 3.5.0-2
libbluray 1.4.1-1
libbpf 1.7.0-1
libbs2b 3.1.0-10
libbsd 0.12.2-2
libbytesize 2.12-3
libcaca 0.99.beta20-7
libcanberra 1:0.30+r2+gc0620e4-6
libcap 2.78-1
libcap-ng 0.9.3-1
libcbor 0.14.0-1
libcdio 2.3.0-1
libcdio-paranoia 10.2+2.0.2-2
libcloudproviders 0.4.0-1
libcolord 1.4.8-1
libcups 2:2.4.19-1
libdaemon 0.14-6
libdatachannel 0.24.5-2
libdatrie 0.2.14-1
libdc1394 2.2.7-2
libdca 0.0.7-3
libdecor 0.2.5-1
libdeflate 1.25-1
libdisplay-info 0.3.0-1
libdmtx 0.7.8-1
libdovi 3.4.0-1
libdrm 2.4.134-1
libdvdnav 7.0.0-1
libdvdread 7.1.1-1
libebml 1.4.5-3
libebur128 1.2.6-2
libedit 20260512_3.1-1
libei 1.6.0-1
libelf 0.195-8
libepoxy 1.5.10-3
libevdev 1.13.6-1
libevent 2.1.13-2
libexif 0.6.26-1
libfabric 2.6.0-1
libfdk-aac 2.0.3-2
libffi 3.8.0-1
libfido2 1.17.0-1
libfontenc 1.1.9-1
libfreeaptx 0.2.2-1
libftdi 1.5-10
libfyaml 0.9.6-3
libgcc 16.2.1+r23+gd564253eb6c8-1
libgcrypt 1.12.2-1
libgfortran 16.2.1+r23+gd564253eb6c8-1
libgirepository 1.86.0-2
libgit2 1:1.9.6-1
libglvnd 1.7.0-3
libgomp 16.2.1+r23+gd564253eb6c8-1
libgpg-error 1.61-1
libgudev 238-3
libhwasan 16.2.1+r23+gd564253eb6c8-1
libice 1.1.2-1
libidn2 2.3.8-1
libiec61883 1.2.0-9
libimagequant 4.4.1-2
libimobiledevice 1.4.0-2
libimobiledevice-glue 1.3.2-1
libinih 62-2
libinput 1.31.3-1
libisl 0.28-1
libjpeg-turbo 3.2.0-2
libjuice 1.7.3-1
libjxl 0.12.0-1
libkexiv2 26.04.3-1
libksba 1.8.0-1
libkscreen 6.7.4-1
libksysguard 6.7.4-1
liblc3 1.1.3-2
libldac 2.0.2.6-1
libldap 2.6.13-1
liblsan 16.2.1+r23+gd564253eb6c8-1
libmad 0.15.1b-10
libmakepkg-dropins 20-2
libmalcontent 0.14.0-4
libmanette 0.2.13-2
libmatroska 1.7.2-2
libmbim 1.34.0-1
libmd 1.2.0-1
libmm-glib 1.24.2-1
libmng 2.0.3-4
libmnl 1.0.5-2
libmodplug 0.8.9.0-7
libmpc 1.4.1-1
libmpeg2 0.5.1-11
libmspack 1:1.11-2
libmtp 1.1.23-1
libmysofa 1.3.4-1
libndp 1.9-1
libnetfilter_conntrack 1.1.1-1
libnewt 0.52.25-2
libnfnetlink 1.0.2-2
libnftnl 1.3.1-1
libnghttp2 1.70.0-1
libnghttp3 1.18.0-1
libngtcp2 1.25.0-1
libnice 0.1.23-1
libnl 3.12.0-1
libnm 1.58.0-1
libnotify 0.8.8-1
libnsl 2.0.1-2
libntfs-3g 2026.7.7-1
libnvme 1.16.2-2
libobjc 16.2.1+r23+gd564253eb6c8-1
libogg 1.3.6-1
libopenmpt 0.8.7-1
libp11-kit 0.26.5-1
libpcap 1.10.6-1
libpciaccess 0.19-1
libpgm 5.3.128-4
libpipeline 1.5.8-1
libpipewire 1:1.6.8-1
libplacebo 7.360.1-6
libplasma 6.7.4-1
libplist 2.7.0-3
libpng 1.6.58-2
libproxy 0.5.12-1
libpsl 0.21.5-2
libpulse 17.0+r98+gb096704c0-1
libqaccessibilityclient-qt6 0.6.0-4
libqalculate 5.12.0-1
libqmi 1.38.0-1
libqrtr-glib 1.4.0-1
libquadmath 16.2.1+r23+gd564253eb6c8-1
libraqm 0.11.0-1
libraw1394 2.1.2-4
librsvg 2:2.62.3-1
librsync 1:2.3.4-2
libsamplerate 0.2.2-3
libsasl 2.1.28-5
libseccomp 2.6.0-1
libsecret 0.21.7-1
libshout 1:2.4.6-5
libsm 1.2.6-1
libsndfile 1.2.2-4
libsodium 1.0.22-1
libsoup3 3.6.6-2
libsoxr 0.1.3-5
libspnav 1.2-1
libsrtp 1:2.8.0-1
libssc 0.4.4-1
libssh 0.12.2-1
libssh2 1.11.1-7
libstdc++ 16.2.1+r23+gd564253eb6c8-1
libstemmer 3.1.1-1
libsysprof-capture 50.0-6
libtasn1 4.21.0-1
libtatsu 1.0.5-1
libteam 1.32-3
libthai 0.1.30-1
libtheora 1.2.0-1
libtiff 4.7.2-1
libtirpc 1.3.7-1
libtommath 1.3.0-2
libtool 2.6.2-5
libtsan 16.2.1+r23+gd564253eb6c8-1
libubsan 16.2.1+r23+gd564253eb6c8-1
libunibreak 7.0-1
libunistring 1.4.2-1
libunwind 1.8.2-1
liburing 2.15-1
libusb 1.0.30-1
libusb-compat 0.1.9-1
libusbmuxd 2.1.1-2
libutempter 1.2.3-1
libuv 1.52.1-1
libva 2.24.1-1
libvdpau 1.5-4
libverto 0.3.2-6
libvlc 3.0.23_2-10
libvorbis 1.3.7-4
libvpl 2.17.0-1
libvpx 1.16.0-3
libwacom 2.19.1-1
libwbclient 2:4.24.5-1
libwebp 1.6.0-2
libwireplumber 0.5.15-1
libx11 1.8.13-1
libxau 1.0.12-1
libxaw 1.0.16-2
libxcb 1.17.0-1
libxcomposite 0.4.7-1
libxcrypt 4.5.2-1
libxcrypt-compat 4.5.2-1
libxcursor 1.2.3-1
libxcvt 0.1.3-1
libxdamage 1.1.7-1
libxdmcp 1.1.5-2
libxext 1.3.7-1
libxfixes 6.0.2-1
libxfont2 2.0.9-1
libxft 2.3.9-1
libxi 1.8.3-1
libxinerama 1.1.6-1
libxkbcommon 1.13.2-1
libxkbcommon-x11 1.13.2-1
libxkbfile 1.2.0-1
libxml2 2.15.3-1
libxmlb 0.3.29-1
libxmu 1.3.1-1
libxpm 3.5.19-1
libxrandr 1.5.5-1
libxrender 0.9.12-1
libxshmfence 1.3.3-1
libxslt 1.1.45-2
libxss 1.2.5-1
libxt 1.3.1-1
libxtst 1.2.5-1
libxv 1.0.13-1
libxxf86vm 1.1.7-1
libyaml 0.2.5-3
libyuv r2426+464c51a03-1
libzip 1.11.4-1
licenses 20240728-1
lilv 0.28.0-1
linux 7.1.8.arch1-3
linux-api-headers 7.1-1
linux-firmware 20260810-1
linux-firmware-amdgpu 20260810-1
linux-firmware-atheros 20260810-1
linux-firmware-broadcom 20260810-1
linux-firmware-cirrus 20260810-1
linux-firmware-intel 20260810-1
linux-firmware-mediatek 20260810-1
linux-firmware-nvidia 20260810-1
linux-firmware-other 20260810-1
linux-firmware-radeon 20260810-1
linux-firmware-realtek 20260810-1
linux-firmware-whence 20260810-1
linux-headers 7.1.8.arch1-3
linux-lts 6.18.44-1
linux-lts-headers 6.18.44-1
lirc 1:0.10.2-6
litehtml 0.10-1
litehtml0.9 0.9-3
litehtml0.9-debug 0.9-3
lld 22.1.8-1
llhttp 9.3.1-1
llvm-libs 22.1.8-2
lm_sensors 1:3.6.2-1
lmdb 0.9.35-1
log4cplus 2.2.0.1-1
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.7-1
lua 5.5.1-1
lua51 5.1.5-13
lua54 5.4.8-6
luajit 2.1.1785763465+1edc3e5-1
lv2 1.18.10-2
lvm2 2.03.42-1
lz4 1:1.10.0-2
lzo 2.10-5
m4 1.4.21-2
mailcap 2.1.54-2
make 4.4.1-3
man-db 2.13.1-2
mangohud 0.8.4-1
mbedtls 3.6.5-1
md4c 0.5.3-1
mdadm 4.6-2
med 5.0.0-4
media-player-info 26-1
mediatek-mt7927-dkms 2.13-1
mesa 1:26.1.6-1
mesa-utils 9.0.0-7
milou 6.7.4-1
minizip 1:1.3.2-3
mkinitcpio 41.1-1
mkinitcpio-busybox 1.36.1-1
