serd 0.32.10-1
shaderc 2026.3-1
shadow 4.20.0.arch1-1
shared-mime-info 2.5.1-2
shiboken6 6.11.1-4
signon-kwallet-extension 26.04.3-1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-4
signond 8.61-4
simde 0.8.2-1
slang 2.3.3-4
smartmontools 7.5-1
smbclient 2:4.24.5-1
snap-pac 3.0.1-3
snapper 0.13.1-2
snappy 1.2.2-3
sndio 1.10.0-1
socat 1.8.1.3-1
solid 6.28.0-1
sonnet 6.28.0-1
soqt 1.6.4-2
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-18
spandsp 0.0.6-7
spectacle 1:6.7.4-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.357.0-1
sqlite 3.53.4-1
sratom 0.6.22-1
srt 1.5.6-1
steam 1.0.0.87-1
steam-devices 1.0.0.87-1
stow 2.4.1-1
sudo 1.9.17.p2-6
svt-av1 4.2.0-1
syndication 6.28.0-1
syntax-highlighting 6.28.1-1
systemd 261.2-1
systemd-libs 261.2-1
systemd-sysvcompat 261.2-1
systemd-ukify 261.2-1
systemsettings 6.7.4-1
taglib 2.3.1-1
talloc 2.5.0-1
tar 1.35-3
tcl 8.6.16-1
tdb 1.4.15-1
tesseract 5.5.3-1
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.2-1
texinfo 7.3-1
thin-provisioning-tools 1.3.3-1
tinysparql 3.11.1-1
tk 8.6.16-1
tpm2-tss 4.2.0-2
traceroute 2.1.6-1
tree 2.3.2-1
tslib 1.24-1
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-hack 3.003-7
twolame 0.4.0-4
tzdata 2026c-1
udisks2 2.11.2-1
unzip 6.0-23
upower 1.91.3-1
usbmuxd 1.1.1-4
usbutils 019-1
uthash 2.3.0-3
util-linux 2.42.2-1
util-linux-libs 2.42.2-1
v4l-utils 1.32.0-2
vapoursynth 77-2
verdict 1.4.5-2
vid.stab 1.1.1-3
vim-runtime 9.2.0849-1
vivaldi 8.1.4087.64-1
vlc 3.0.23_2-10
vlc-cli 3.0.23_2-10
vlc-gui-qt 3.0.23_2-10
vlc-plugin-a52dec 3.0.23_2-10
vlc-plugin-alsa 3.0.23_2-10
vlc-plugin-archive 3.0.23_2-10
vlc-plugin-dav1d 3.0.23_2-10
vlc-plugin-dbus 3.0.23_2-10
vlc-plugin-dbus-screensaver 3.0.23_2-10
vlc-plugin-faad2 3.0.23_2-10
vlc-plugin-flac 3.0.23_2-10
vlc-plugin-gnutls 3.0.23_2-10
vlc-plugin-inflate 3.0.23_2-10
vlc-plugin-journal 3.0.23_2-10
vlc-plugin-jpeg 3.0.23_2-10
vlc-plugin-lua 3.0.23_2-10
vlc-plugin-matroska 3.0.23_2-10
vlc-plugin-mpg123 3.0.23_2-10
vlc-plugin-ogg 3.0.23_2-10
vlc-plugin-opus 3.0.23_2-10
vlc-plugin-png 3.0.23_2-10
vlc-plugin-pulse 3.0.23_2-10
vlc-plugin-shout 3.0.23_2-10
vlc-plugin-speex 3.0.23_2-10
vlc-plugin-tag 3.0.23_2-10
vlc-plugin-theora 3.0.23_2-10
vlc-plugin-twolame 3.0.23_2-10
vlc-plugin-vorbis 3.0.23_2-10
vlc-plugin-vpx 3.0.23_2-10
vlc-plugin-xml 3.0.23_2-10
vlc-plugins-base 3.0.23_2-10
vlc-plugins-video-output 3.0.23_2-10
vmaf 3.2.0-1
volume_key 0.3.12-12
vtk 9.6.2-5
vulkan-icd-loader 1.4.357.0-1
vulkan-tools 1.4.357.0-1
wayland 1.26.0-1
wayland-utils 1.3.0-1
webkit2gtk-4.1 2.52.5-2
webrtc-audio-processing-1 1.3-5
wget 1.25.0-6
which 2.25-1
wine 11.15-1
winetricks 20260125-2
wireplumber 0.5.15-1
woff2 1.0.2-6
wpa_supplicant 2:2.12-1
wxwidgets-common 3.2.11-2
wxwidgets-gtk3 3.2.11-2
x264 3:0.165.r3222.b35605a-2
x265 4.3-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.8-1
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-kde 6.7.4-2
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xerces-c 3.3.0-4
xf86-input-libinput 1.5.0-1
xkeyboard-config 2.48-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.24-1
xorg-server-common 21.1.24-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xkbcomp 1.5.0-1
xorg-xmessage 1.0.7-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.3-1
xorg-xwayland 24.1.13-1
xorgproto 2025.1-1
xsettingsd 1.0.4-1
xvidcore 1.3.7-4
xxhash 0.8.3-1
xz 5.8.3-1
yaml-cpp 0.9.0-1
yay-git 13.0.1.r23.g4a5a0f3d-1
yay-git-debug 13.0.1.r23.g4a5a0f3d-1
yt-dlp 2026.07.04-1
yt-dlp-ejs 0.8.0-1
z3 4.16.0-1
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.10.0-1
zsh 5.9.2-1
zstd 1.5.7-3
zxing-cpp 3.1.1-1
